image_id,image_counter,caption
n01787835_9197,5,shelled sea creature lying on sandy surface in the sun.
n01833805_11890,1,"Small bird with a long thin beak that is brown, white, tan and dark brown speckled on his body, perching on a tree branch."
n01833805_11890,2,A brown humming bird sitting on the very end of a branch.
n01833805_11890,3,A tiny and fluffy hummingbird resting on a branch.
n01833805_11890,4,A small bray and brown bird with a long beak sits on a thin tree branch.
n01833805_11890,5,A small brown hummingbird sitting on a branch
n01833805_12045,1,The flapping wings of a hummingbird appear to be blurry as he hovers in the air.
n01833805_12045,2,A humming bird with green feathers flying through the air.
n01833805_12045,3,A humming bird flaps its wings and hovers in the air.
n01833805_12045,4,A hummingbird has its wings outstretched as it hovers mid-air.
n01833805_12045,5,Small bird with fast fluttering wings and long narrow beak hovers.
n01833805_12155,1,A humming bird that is flying towards a red plant.
n01833805_12155,2,"a black, blue and green mixed cuckoo bird flying and sucking honey from a flower"
n01833805_12155,3,A hummingbird hovers near a bright red plant.
n01833805_12155,4,A hummingbird in flight eating from a  red flower.
n01833805_12155,5,A green hummingbird sticks its beak into a red flower
n01833805_12464,1,A hummingbird flapping it's wings near a window
n01833805_12464,2,A humming bird that is flying through a door.
n01833805_12464,3,"smallest bird species, the wings make a humming sound"
n01833805_12464,4,A brown and black hummingbird that is in flight nea a window.
n01833805_12464,5,A small bird is flying beside the window.
n01833805_13268,1,A green humming bird is standing on the edge of a humming bird feeder.
n01833805_13268,2,A hummingbird sits on a feeder in front of a pink flower
n01833805_13268,3,"Hummingbird with white chest and green feathers, black wing and tip of tail resting on a metal ring of a hummingbird feeder."
n01833805_13268,4,A green and white hummingbird stands on the edge of a feeder and looks at it.
n01833805_13268,5,I hummingbird perched on a copper sugar feeder.
n01833805_13294,1,A hummingbird floats in the air while eating from a pink flower.
n01833805_13294,2,A red and green hummingbird that is going for a pink flower.
n01833805_13294,3,A hummingbird with on orange body feeds on a bright red flower.
n01833805_13294,4,A hummingbird is hovering in the air and feeding from a flower.
n01833805_13294,5,A brown and green hummingbird eating from a pink flower.
n01833805_7892,1,A hummingbird flutters its wings as it hovers mid-air.
n01833805_7892,2,A grey bird is flying through the blue sky.
n01833805_7892,3,A small hummingbird flaps its wings and hovers in the air.
n01833805_7892,4,A green and white hummingbid that is in flight.
n01833805_7892,5,A small hummingbird that is flying in the air towards a red flower.
n01833805_9089,1,A hummingbird rests on a feeder with its beak dipped in for nectar.
n01833805_9089,2,A small gray and green bird sticks its beak into a colorful feeder.
n01833805_9089,3,A green and white hummingbird drinking from a red feeder.
n01833805_9089,4,A green humming bird that is drinking from a red humming bird feeder.
n01833805_9089,5,a small bird having food from the red  pallet in the garden
n01855672_11785,1,Pair of native birds stand on rock and sand soil.
n01855672_11785,2,A pair of geese with black necks standing outdoors.
n01855672_11785,3,Two water birds with brown wings and black heads stand on some dry ground.
n01855672_11785,4,A close up of a black and brown Canadian goose.
n01855672_11785,5,Two big birds are standing together on the ground .
n01855672_13449,1,A brown and white goose with a black bill looks off to the side while standing in grass.
n01855672_13449,2,A grey and white goose standing on green grass
n01855672_13449,3,A bird that has a black beak and a long white neck.
n01855672_13449,4,A brown and tan goose with a black beak in a grassy area.
n01855672_13449,5,a brown goose like bird with a black beak
n01855672_14080,1,A goose that is picking their feathers outdoors.
n01855672_14080,2,A swan turns its head backward and inspects the feathers on its back.
n01855672_14080,3,A brown goose with a black head that is cleaning its tail feathers.
n01855672_14080,4,A goose is using its beak to clean the feathers on its back.
n01855672_14080,5,A large bird preens its feathers in a green field.
n01855672_14199,1,Two black and brown canadian geese standing in a field of yellow flowers by some water.
n01855672_14199,2,Two geese walk towards the water through yellow flowers.
n01855672_14199,3,Two geese with gray wings and black necks and heads walk through grass by some water.
n01855672_14199,4,A pair of geese that are standing at the edge of some water.
n01855672_14199,5,Two Canadian geese walking near a body of water.
n01855672_15310,1,A large duck stands on one leg in some grass next to water.
n01855672_15310,2,A goose stares at the camera as it flaps its wings and stands on one foot.
n01855672_15310,3,A bird that has brown feathers standing on the edge of the water.
n01855672_15310,4,A large brown bird standing on one leg beside the water.
n01855672_15310,5,A BIRD  STANDS AT THE EDGE OF SMALL RIVER WITH ITS WINGS UP FACING ITS NOSE FACING STRAIGHT
n01855672_15767,1,A duck with gray flowers and a black head sits in snow under a snowy tree branch.
n01855672_15767,2,A duck that is brown and white standing out in the snow.
n01855672_15767,3,This duck is standing outside in winter weather.
n01855672_15767,4,A brown and black goose standing in the snow.
n01855672_15767,5,A canadian goose standing under a tree during a snow storm.
n01855672_15809,1,A white goose with its beak open and its tongue out.
n01855672_15809,2,A duck with black spots on its beak holds its beak open.
n01855672_15809,3,White swan with a peach beak that is speckled black has it's beak open and sticking out it's tongue.
n01855672_15809,4,A swan with a pink and black mottled beak opens its mouth wide showing its furry tongue.
n01855672_15809,5,A duck that has its mouth open and black spots on its beak.
n01855672_15900,1,A group of white birds with orange beaks walking in the grass.
n01855672_15900,2,A gaggle of white geese with light brown heads stand together on the grass.
n01855672_15900,3,Several white geese clustered together on the grass.
n01855672_15900,4,A group of white ducks that are all standing around together.
n01855672_15900,5,Several white geese clustered in a green field hold their heads up and look around.
n01877134_10188,1,Close up of a kangaroo face and long ears.
n01877134_10188,2,A kangaroo with long upright ears is looking directly at the camera.
n01877134_10188,3,A close-up of a kangaroo's face like a portrait.
n01877134_10188,4,A kangaroo with gray fur and upturned ears looks in front of itself.
n01877134_10188,5,A gray and white kangaroo with its ears slightly back.
n01877134_10662,1,an animal like kangaroo is standing on dry leaves  looking somewhere
n01877134_10662,2,A brown kangaroo is standing in the dirt.
n01877134_10662,3,A herbivorous animal stands on stones surrounded by trees.
n01877134_10662,4,A small kangaroo leans its head forward as it stands on some wood chips.
n01877134_10662,5,A kangaroo bending over in some mulch by a sidewalk.
n01877134_11102,1,One small kangaroo bathed in light looks off to his right in the field full of kangaroos.
n01877134_11102,2,One small kangaroo stands among others that are grazing.
n01877134_11102,3,A small kangaroo stands near some other kangaroos in a large field.
n01877134_11102,4,A baby kangaroo in a group of kangaroos standing in the grass.
n01877134_11102,5,A small kangaroo standing in a field of other kangaroos.
n01877134_11344,1,A kangaroo leans its head forward and looks straight ahead.
n01877134_11344,2,A light color kangaroo leaning over a bit.
n01877134_11344,3,A brown kangaroo is bent over with his tongue sticking out.
n01877134_11344,4,A light tan kangaroo bending down to look forward.
n01877134_11344,5,A kangaroo is bent down looking forward among bamboo stalks.
n01877134_11538,1,A small kangaroo sitting up in its hind legs in a grassy area.
n01877134_11538,2,A small kangaroo sits on its hind legs in some patchy grass.
n01877134_11538,3,A kangaroo that is standing on some dirt outdoors.
n01877134_11538,4,A small kangaroo sits on a patch of dirt.
n01877134_11538,5,Native animal with long tail and large rear legs.
n01877134_11903,1,A kangaroo that is laying down in the dirt outdoors.
n01877134_11903,2,A brown kangaroo laying down on the ground in dirt.
n01877134_11903,3,A furry brown kangaroo lies on some soft ground and looks down.
n01877134_11903,4,"It is found across mainland Australia and it with pointed ears and a squared-off muzzle.Then it  releasing its energy to propel the animal up and forward, enabling the characteristic bouncing locomotion."
n01877134_11903,5,This kangaroo seems to be laying down on the ground.
n01877134_11991,1,A small kangaro standing on its hind legs on a rock near a tree.
n01877134_11991,2,A kangaroo that is hopping around near a tree.
n01877134_11991,3,A kangaroo holding food looks behind it while standing on a rock covered in leaves.
n01877134_11991,4,A kangaroo sits on some patchy grass looking off to its side.
n01877134_11991,5,A small kangaroo sits at attention under a tree.
